,sentence_1_id,sentence_2_id,sentence_1,sentence_2,label
2803,a1930,b244,Their newer aircraft were faster than his and he had trouble keeping up.,"Similarly, ""Ultraviolet (Light My Way)"" describes a strained relationship and unease over obligations,U2 biographer Bill Flanagan credits Bono's habit of keeping his lyrics ""in flux until the last minute"" with providing a narrative coherence to the album.",0
2804,a1946,b1972,It set an EVA record of two hours and 20 minutes.,"""Aldrin has been portrayed by:",0
2805,a533,b1228,"Hayes awarded the disputed land in the Gran Chaco region to Paraguay, and the Paraguayans honored him by renaming a city (Villa Hayes) and a department (Presidente Hayes) in his honor.The Mexican border also drew Hayes's attention.","Their proposed planet could be on a lower eccentricity, low inclination orbit, with eccentricity e &lt; 0.18 and inclination i ≈ 11°.",0
2806,a1745,b1670,"The Democrats also took eight of the fourteen magisterial district judge positions (a local court, the duties of which are now performed by the Philadelphia Municipal Court).A statewide referendum on the ballot that day continued the work begun by the new city charter in asking voters to consolidate the city and county governments in Philadelphia.","When that was blocked by the Football League, Norris abandoned the merger and looked to move the club elsewhere, eventually picking a site in Highbury, north London.",0
2807,a1391,b1757,I have done my duty.,"He retained this view for years afterwards.Harper entered politics when he contested the Gatooma seat in the 1958 general election, running for the opposition Dominion Party (which called for full ""dominion"" or Commonwealth realm status).",0
2808,a1261,b1813,"as the camera pans the stunned and silent hospital staff, including Trapper and a teary-eyed Hawkeye, who continue to operate on the wounded, and Majors Burns and Houlihan, who are crying.","The façade is clad with 33,000 m² Stuttgart-Bad Cannstatt Travertine marble, punctuated in bands of windows decreasing in height with each storey.",0
2809,a317,b1774,"The hit was a single off Baltimore Orioles pitcher Chris Tillman in the third inning.In the 2009 postseason, Jeter batted .355, including .407 in the 2009 World Series,In 2010, Jeter, along with Posada and Rivera, became the first trio of teammates in any of the four major league sports in North America (MLB, NFL, NBA, or NHL) to play in at least 16 consecutive seasons on the same team as teammates.—Don Zimmer, September 13, 2009After the 2010 season, Jeter became a free agent for the first time in his career.","By this time, Morris' parents had separated.His father encouraged him to play sport and he showed promise in a variety of ball sports, particularly cricket, rugby and tennis.",0
2810,a501,b508,"Rutherford Birchard Hayes (October 4, 1822 – January 17, 1893) was the 19th president of the United States from 1877 to 1881, having served also as an American representative and governor of Ohio.","He vetoed the Bland–Allison Act, which would have put silver money into circulation and raised nominal prices, insisting that maintenance of the gold standard was essential to economic recovery.",0
2811,a858,b213,"For example, an electron can be replaced by a more massive muon, forming a muonic atom.","He had become a dominant junior high player, once scoring 48 points in a game.",0
2812,a1195,b1469,"One would have an average distance from the Sun, or semi-major axis, of 100 astronomical units (AU), 100 times that of the Earth.","During the 1836 Presidential election Harding supported the Whig party candidate over the Democratic candidate and afterwards The Inquirer became known for its support of Whig candidates.Under James Elverson, The Philadelphia Inquirer declared, ""the new Inquirer shall be in all respects a complete, enterprising, progressive newspaper, moved by all the wide-awake spirit of the time and behind in nothing of interest to people who want to know what is going on every day and everywhere...steadily and vigorously Republican in its political policy, but just and fair in its treatment of all questions...""Between 1929 and 1936, while under Patenotre and Curtis-Martin, The Inquirer continued to support the Republican party and President Herbert Hoover, noticeably by not reporting on the news of the Great Depression.",0
2813,a383,b1679,"Francis Greville commissioned Lancelot Brown to re-landscape the castle grounds; he began working on the grounds and park in 1749 and had completed his work by 1757, having spent about £2,293 (£300 thousand as of 2019).","Arsenal won the title with two games to spare, and finished the season having scored 127 league goals (another club record), though Aston Villa managed to score 128, which is still a record for the most goals in an English top flight season.The following season, 1931–32, Arsenal reached the FA Cup final again, losing controversially to Newcastle United.",0
2814,a790,b1111,"The gluon is a member of the family of gauge bosons, which are elementary particles that mediate physical forces.All the bound protons and neutrons in an atom make up a tiny atomic nucleus, and are collectively called nucleons.","All four stadiums are elite Category 4 (formerly five-star) UEFA stadiums.The Sinan Erdem Dome, among the largest indoor arenas in Europe, hosted the final of the 2010 FIBA World Championship, the 2012 IAAF World Indoor Championships, as well as the 2011–12 Euroleague and 2016-17 EuroLeague Final Fours.The TVF Burhan Felek Sport Hall is one of the major volleyball arenas in the city and hosts clubs such as Eczacıbaşı VitrA, Vakıfbank SK, and Fenerbahçe who have won numerous European and World Championship titles.Between 2005 and 2011, Istanbul Park racing circuit hosted the annual Formula One Turkish Grand Prix.Most state-run radio and television stations are based in Ankara, but Istanbul is the primary hub of Turkish media.",0
2815,a300,b1561,"Though the ball would have remained in play if not for Maier, and could have been caught by Tony Tarasco, the home run stood as called, tying the game.","These include Aggala, who authored Chandraprabhapurana (1189), an account of the life of the eighth Jain tirthankar Chandraprabha; Sujanottamsa, who wrote a panegyric on Gomateshwara of Shravanabelagola; and Vritta Vilasa, who authored Sastra sara and Dharmaparikshe (1160).",0
2816,a607,b392,"This indicates that the emissions are being partially blocked by circumstellar matter, which may be the stellar wind from the star HDE 226868.","The City of London had been a stronghold of republicanism during the Civil War (1642–1651), and the wealthy and economically dynamic capital still had the potential to be a threat to Charles II, as had been demonstrated by several republican uprisings in London in the early 1660s.",0
2817,a1571,b694,"While the anthology itself provides insight into poetic tastes of that period (and hence qualifies as a ""history of Kannada literature""), it also performs the function of a ""guide for poets"", an assertive method of bridging the gap between courtly literary intelligentsia and folk poetry.","In 1915 he accepted a post as director and manager of a whaling company based in the Seychelles, and spent four months there, but the venture failed.Bruce continued to lobby for recognition, highlighting the distinctions between the treatment of SNAE and that of English expeditions.",0
2818,a480,b1813,"He subsequently passed the navigation course with a special distinction.Following the outbreak of World War II, No.","The façade is clad with 33,000 m² Stuttgart-Bad Cannstatt Travertine marble, punctuated in bands of windows decreasing in height with each storey.",0
2819,a395,b127,"Building with wood and roofing with thatch had been prohibited for centuries, but these cheap materials continued to be used.","He was capable of batting well in a crisis but may have been prevented from honing his batting skills by the Yorkshire leadership who wished him to focus on bowling.As a bowler, Macaulay fulfilled two roles.",0
2820,a709,b478,"Pinafore, to stall for time as the houseboat floats to Springfield.","Commencing in July 1938, he was one of six students to take part in the RAAF's first Long Specialist Navigation Course, run by Flight Lieutenants Bill Garing and Alister Murdoch at Point Cook.",0
2821,a1018,b500,"Despite striking the Atlantic coast, the storm produced the largest amounts of precipitation over northern and Pacific coastal areas.","The editor was Robert O. Erisman.There was a British reprint of the February 1951 issue, published by Thorpe &amp; Porter and dated May 1951.",0
2822,a811,b768,"This unit is defined as a twelfth of the mass of a free neutral atom of carbon-12, which is approximately 6973166000000000000♠1.66×10−27 kg.","13.5 and 27 form a ratio of 1:2, a ratio of small whole numbers.",0
2823,a1614,b1918,"Love was sad to see Gordon depart from the series, finding the ""outstanding"" Brown to be ""so intense and committed"" to the role.",He flew 66 combat missions and shot down two MiG-15 aircraft.After earning a Sc.D.,0
2824,a1850,b1435,"""In his essay (1897) ""What Is Art?",Harding expanded The Inquirer's content and the paper soon grew into a major Philadelphian newspaper.,0
2825,a1325,b47,"After the game is over, Mr. Brown is escorted home by one of his friends.","The highway had two branches in the Lower Peninsula; the eastern branch followed what later became US 23 north of Standish.The highway was also part of the East Michigan Pike, designed to be a counterpart of the West Michigan Pike on the other side of the Lower Peninsula.",0
2826,a1791,b1129,"It became the principal location for implementing the Marshall Plan, which supported the post-war reconstruction of Europe.",The Tünel opened in 1875 as the world's second-oldest subterranean rail line (after London's Metropolitan Railway).,0
2827,a548,b1837,It is not yet time to debate about the remedy.,Participants in an experiment took the SAT test (a college admissions test used in the United States) to assess their intelligence levels.,0
2828,a751,b229,"Several boats were damaged, others were beached, and one large boat sunk in Nantucket Harbor.","Similarly, Bird admitted that Johnson's daily box score was the first thing he checked in the morning.Several journalists hypothesized that the Johnson–Bird rivalry was so appealing because it represented many other contrasts, such as the clash between the Lakers and Celtics, between Hollywood flashiness (""Showtime"") and Boston/Indiana blue collar grit (""Celtic Pride""), and between blacks and whites.Despite their on-court rivalry, Johnson and Bird became close friends during the filming of a 1984 Converse shoe advertisement that depicted them as enemies.In 2009, Johnson and Bird collaborated with journalist Jackie MacMullan on a non-fiction book titled When the Game Was Ours.",0
2829,a937,b427,"Trevor Nunn directed, with musical staging by Matthew Bourne and designs by John Napier.","A tremendous uprush of hot air above the flames was driven by the chimney effect wherever constrictions narrowed the air current, such as the constricted space between jettied buildings, and this left a vacuum at ground level.",0
2830,a1184,b463,"But it was as a batter that Bill outshone anyone ... Ponsford could, and did, hit to any part of a baseball field at will, and would nominate innings by innings, where he would hit the ball ... Ponsford will always remain amongst the greatest sportsmen of all time.In first-class cricket, Ponsford scored 13,819 runs at an average of 65.18, as of 2009 the fifth highest complete career average of any player, worldwide.Apart from Brian Lara, Ponsford is the only man to twice score 400 runs in a first-class innings and along with Bradman and Wally Hammond, he remains one of only three men to have scored four triple-centuries.Ponsford was known for batting in partnerships, sharing in five that amassed over 375 runs each.","Exhortations to bring workmen and measure the plots on which the houses had stood were mostly ignored by people worried about day-to-day survival, as well as by those who had left the capital; for one thing, with the shortage of labour following the fire, it was impossible to secure workmen for the purpose.",0
2831,a807,b816,"Elements 43, 61, and all elements numbered 83 or higher have no stable isotopes.Stability of isotopes is affected by the ratio of protons to neutrons, and also by the presence of certain ""magic numbers"" of neutrons or protons that represent closed and filled quantum shells.","The radius varies with the location of an atom on the atomic chart, the type of chemical bond, the number of neighboring atoms (coordination number) and a quantum mechanical property known as spin.",0
2832,a840,b1867,(The horizontal rows correspond to the filling of a quantum shell of electrons.),"The race was won by the season's eventual Drivers' Champion, Lewis Hamilton, for the McLaren team.",0
2833,a1962,b764,"In addition to signs of depression, he experienced neck and shoulder pains, and hoped that the latter might explain the former.In February 1972, General George S. Brown paid a visit to Edwards and informed Aldrin that the USAF Aerospace Research Pilot School was being renamed the USAF Test Pilot School and the astronaut training was being dropped.","The ability of atoms to associate and dissociate is responsible for most of the physical changes observed in nature and is the subject of the discipline of chemistry.The idea that matter is made up of discrete units is a very old idea, appearing in many ancient cultures such as Greece and India.",0
2834,a1250,b1424,"These combined departures and their subsequent replacements also signaled the beginning of a major shift in focus of the M*A*S*H series as a whole with story and script focus emphasizing the character of Hawkeye Pierce, played by Alan Alda.The episode opens in the operating room, as the surgeons and medical staff (with the exception of Frank Burns) participate in a game of ""Name That Tune"".","An engraver, photographer and former journalist for the Brighton Argus, he shared her interest in the occult, and together they developed a magical system based upon Luciferianism, the veneration of the deity Lucifer, or Lumiel, whom they considered to be a benevolent angelic deity.",0
2835,a534,b535,"In 1868, the Senate had ratified the Burlingame Treaty with China, allowing an unrestricted flow of Chinese immigrants into the country.","Howard's men defeated the Nez Perce in battle, and the tribe began a 1,700-mile retreat into Canada.Hayes also became involved in resolving the removal of the Ponca tribe from Nebraska to Indian Territory (present-day Oklahoma) because of a misunderstanding during the Grant Administration.",0
2836,a1363,b1231,"""William dismissed his brother's French chefs and German band, replacing them with English ones to public approval.","This is because objects move more slowly when near their aphelion, in accordance with Kepler's second law.The search of databases of stellar objects by Batygin and Brown has already excluded much of the sky along Planet Nine's predicted orbit.",0
2837,a1271,b681,"There he established the Mutual Newspaper Publishing Company and the weekly Saturday Blade, which catered to a rural audience and was distributed by thousands of newspaper boys.","A meteorological station, Omond House (named after Robert Traill Omond),In November 1903 Scotia retreated to Buenos Aires for repair and reprovisioning.",0
2838,a153,b648,"By the turn of the 20th century, Beth Hamedrash Hagodol was distributing approximately $800 (today $24,000) a year to the poor for Passover supplies, compared to a total synagogue income of around $5,000 (today $151,000).","The English musical press, while generally hostile to the music he presented, noted and appreciated Bache's efforts.",0
2839,a618,b310,"If black holes do exist, Kip will get one year of Penthouse.","During the 2007 season, Jeter was third in the AL with 203 hits, his third consecutive season and sixth overall, with at least 200 hits.",0
2840,a1743,b881,"The Republican slate ran more than 100,000 votes behind the Democrats, with incumbent councilman Louis Schwartz and state senator John W. Lord Jr. narrowly edging out labor leader John B. Backhus, assistant district attorney Colbert C. McClain, and clergyman Irwin W. Underhill for the two minority party slots on the council.At-large vote share by partyIn the race for city commissioners, each party nominates two candidates and the top three are elected.","It was conventional at the time that if one love story in a musical was serious, the other would be more comedic, but in this case both were serious and focused on racial prejudice.",0
2841,a603,b563,"Cygnus X-1 unpredictably changes between two X-ray states, although the X-rays may vary continuously between those states as well.","The film was an international success, grossing US$364 million, with US$133 million in the US.After the critical disappointment of Hulk and Troy, critics questioned Bana's bankability in big-budget films.",0
2842,a974,b836,"It was also nominated for the Oscar for Best Scoring of a Musical Picture (Alfred Newman and Ken Darby), and the 65 mm Todd-AO cinematography by Leon Shamroy was also nominated.",The emitted photon and the interacting photon then move off in parallel and with matching phases.,0
2843,a1180,b1271,"At the time, baseball was generally played in Australia during the winter months, as many of the leading players were enthusiastic cricketers who viewed the sport as a means of improving their fielding skills.Ponsford improved rapidly and by 1913 he was included in the Victorian schoolboys side for a tournament in Adelaide.","With his novel employment of newsboys to boost newspaper sales, Boyce's namesake publishing company maintained a circulation of 500,000 copies per week by 1894.",0
2844,a634,b646,This left the aircraft carriers with only two destroyers for protection.,"Bache featured several of the orchestral and choral works through an annual series of concerts, which he single-handedly funded, organised and promoted.",0
2845,a1394,b1649,"In 2017 Richard was named one of the '100 Greatest NHL Players' in history.Richard, Elmer Lach and Toe Blake formed the ""Punch line"", a high-scoring forward line of the 1940s.","On 11 October Chrisye performed ""Indonesia Perkasa"" (""Powerful Indonesia"") at the opening ceremony of the 1997 Southeast Asian Games; the song was written for the event.Chrisye began work on a rearrangement of Badai Pasti Berlalu in 1999 at the request of Musica Studios – although he felt that the original album was fine – and once again teamed up with Gutawa.",0
2846,a1577,b1883,"This devotional movement, although reminiscent in some ways of the Veerashaiva movement of the 12th century (which produced Vachana poetry and taught devotion to the god Shiva), was in contrast intimately devoted to the Hindu god Vishnu as the supreme God.","Both parents feed the chicks, which fledge 22–24 days after hatching.",0
2847,a1430,b142,"Originally supportive of the Democratic Party, The Inquirer's political affiliation eventually shifted toward the Whig Party and then the Republican Party before officially becoming politically independent in the middle of the 20th century.","At some time a women's gallery was added round three sides of the nave.In addition to attracting new and wealthy members, the congregation intended the substantial building to garner prestige and respectability for the relatively new immigrant Jews from Eastern Europe, and to show that Jews on the Lower East Side could be just as ""civilized"" as the reform-minded Jews of uptown Manhattan.",0
2848,a1063,b722,"Among the most devastating of these seismic events was the 1509 earthquake, which caused a tsunami that broke over the walls of the city and killed more than 10,000 people.","The scene featuring Ned Flanders with his ""finger razors"" references the 1984 film A Nightmare on Elm Street and its villain Freddy Krueger (with Flanders seemingly threatening Bart with the razors) and the 1990 film Edward Scissorhands (with Flanders actually using the razors to cut his hedge in the shape of an angel, just as Edward Scissorhands cuts a hedge in the shape of a dinosaur).",0
2849,a1881,b1668,"It has two white wingbars, a black eye stripe and a white supercilium.","Despite some strong performances in the FA Cup – the club reached the semi-finals in 1905–06 and 1906–07 – Arsenal were never able to challenge for the League title, only twice finishing above tenth place in the First Division between 1904 and 1913.The cause of this decline was the club's ongoing financial problems; despite the boom in football during the early 20th century, the club's geographic isolation, in the relatively underpopulated area of Plumstead (then on the outskirts of urban London), meant attendances and thus income were low.",0
2850,a1324,b1645,"Film historians have noted similarities between the plot of How Brown Saw the Baseball Game and the Edwin S. Porter-directed comedy film How the Office Boy Saw the Ball Game released the previous year.Before heading out to a baseball game at a nearby ballpark, sports fan Mr. Brown drinks several highball cocktails.","The following year, Chrisye paired up with Younky again to record Sendiri Lagi (Alone Again), a project which required four months of planning and another four months of recording;Although Sendiri Lagi did fairly well, in the beginning of the 1990s Chrisye began to feel pressure from the increasingly visual-oriented music industry and growing amount of young talent.Gauri tried for several weeks to persuade Chrisye to commit to the concert, and following Chrisye's introduction to Erwin Gutawa, who was scheduled to handle the arrangements,The concert, entitled Sendiri to demonstrate that ""100% Indonesian"" concerts could be successful,Following the success of his Sendiri tour, Chrisye began to explore the possibility of producing an album of his early hits, remastered by Gutawa.",0
2851,a1368,b102,"He was, however, irritated by the conduct of the Opposition, which announced its intention to move the passage of an Address, or resolution, in the House of Lords, against dissolution.","The game also features power-ups throughout its zones,At the end of Sonic the Hedgehog 2, Sonic and Tails fly over the ocean in Tails' biplane, the Tornado, after defeating Doctor Eggman.",0
2852,a1702,b131,"When the Ottoman government had been in a financial deadlock over the budget of the battleships, donations for the Ottoman Navy had come in from taverns, cafés, schools and markets, and large donations were rewarded with a ""Navy Donation Medal"".","The congregation, reduced to around 20 regularly attending members, was sharing facilities with a congregation on Henry Street.The abandoned synagogue was ""largely destroyed"" by a ""suspicious"" three-alarm fire on May 14, 2017.Beth Hamedrash Hagodol was founded by Eastern European Jews in 1852 as Beth Hamedrash (literally ""House of Study"", but used colloquially in Yiddish as the term for a synagogue).",0
2853,a567,b823,"The film was a critical success, and Bana's performance earned him a second Australian Film Institute Award for Best Actor.","This is analogous to the angular momentum of an object that is spinning around its center of mass, although strictly speaking these particles are believed to be point-like and cannot be said to be rotating.",0
2854,a251,b674,"and it earned Lanois and Eno the award for Producer of the Year (Non-Classical).Following the release of Achtung Baby, U2 staged a worldwide concert tour, titled the Zoo TV Tour.","In March 1898 he received an offer to join Major Andrew Coats on a hunting voyage to the Arctic waters around Novaya Zemlya and Spitsbergen, in the private yacht Blencathra.",0
2855,a390,b1739,"Despite several radical proposals, London was reconstructed on essentially the same street plan used before the fire.By the 1660s, London was by far the largest city in Britain, estimated at half a million inhabitants.","In the 2nd, the Republicans' lone district-level victory came as electrical equipment salesman William M. Phillips bested Louis Vignola, a labor union official.",0
2856,a1250,b251,"These combined departures and their subsequent replacements also signaled the beginning of a major shift in focus of the M*A*S*H series as a whole with story and script focus emphasizing the character of Hawkeye Pierce, played by Alan Alda.The episode opens in the operating room, as the surgeons and medical staff (with the exception of Frank Burns) participate in a game of ""Name That Tune"".","Like Achtung Baby, the tour was intended to deviate from the band's past.",0
2857,a1900,b261,"The eggs are 14 mm × 10 mm (0.55 in × 0.39 in) and weigh 0.7 g (0.025 oz), of which 5% is shell.Although their ranges overlap substantially, hybridisation between goldcrests and firecrests seems to be prevented by differences in courtship rituals and different facial patterns.","Juvenile and immature birds have predominantly green plumage.Found in a wide range of habitats with some form of tree cover, the green rosella is predominantly herbivorous, consuming seeds, berries, nuts and fruit, as well as flowers, but may also eat insect larvae and insects such as psyllids.",0
2858,a950,b205,"The national tour began in 1950 and grossed $3,000,000 in the first year, making $1,500,000 in profit.","""The Spaghetti House restaurant re-opened for business a week after the siege ended.In 1976 Horace Ové, a Trinidadian-born writer and filmmaker, wrote the play A Hole in Babylon, based on the events at the restaurant; the play was later broadcast on the BBC's Play for Today series.",0
2859,a1470,b1751,"Statistics on unemployment or business closings were ignored, even when they came from the government.","He subsequently became a vocal critic of the Prime Minister, greeting each step Smith made towards settlement with black nationalists during the Bush War with public indignation.",0
2860,a1186,b231,"This was the shuffle that sometimes took him across the pitch against a fast bowler; but, that aside, his footwork was perfection.",Magic Johnson: My Life.,0
2861,a1342,b1962,"As his two older brothers died without leaving legitimate issue, he inherited the throne when he was 64 years old.","With the Apollo program winding down, and Air Force budgets being cut, the Air Force's interest in space diminished.Aldrin's father died on December 28, 1974, from complications following a heart attack.",0
2862,a1597,b720,Also applauded were both Sam's confrontation with Dean over his recent reckless behavior and the resulting reconciliation at the episode's end.,"The crew felt that watching the character singing would not be interesting enough and they had to include these gags to make it work.American actor Kelsey Grammer was brought in to guest star as Sideshow Bob for the third time.Besides borrowing the overall plot structure of the Cape Fear films, the episode made several direct references to specific scenes from the films.",0
2863,a418,b1708,"The householders protested, and Lord Mayor Sir Thomas Bloodworth was summoned, who alone had the authority to override their wishes.When Bloodworth arrived, the flames were consuming the adjoining houses and creeping towards the paper warehouses and flammable stores on the riverfront.","Wireless silence was enforced, which prevented Room 40 cryptanalysts from warning the new commander of the Grand Fleet, Admiral Beatty.",0
2864,a217,b431,"In a press conference held on November 7, 1991, Johnson made a public announcement that he would retire immediately.Johnson initially said that he did not know how he contracted the disease,Johnson's HIV announcement became a major news story in the United States,Despite his retirement, Johnson was voted by fans as a starter for the 1992 NBA All-Star Game at Orlando Arena, although his former teammates Byron Scott and A. C. Green said that Johnson should not play,Johnson was chosen to compete in the 1992 Summer Olympics for the US basketball team, dubbed the ""Dream Team"" because of the NBA stars on the roster.Before the 1992–93 NBA season, Johnson announced his intention to stage an NBA comeback.","The Royal Exchange caught fire in the late afternoon, and was a smoking shell within a few hours.",0
2865,a952,b1679,"""Part of the reason why South Pacific is considered a classic is its confrontation of racism.","Arsenal won the title with two games to spare, and finished the season having scored 127 league goals (another club record), though Aston Villa managed to score 128, which is still a record for the most goals in an English top flight season.The following season, 1931–32, Arsenal reached the FA Cup final again, losing controversially to Newcastle United.",0
2866,a37,b691,"In between those two junctions, the highway crosses the Au Sable River near its mouth, and the trunkline passes by the former Wurtsmith Air Force Base.","A sum of £4,000 (out of a target of £6,000) was subscribed to finance the costs of a detailed prospecting expedition during the summer of 1909, in a chartered vessel with a full scientific team.",0
2867,a457,b1672,"Hanson also maintains that ""it stretches credulity to believe that the only papists or foreigners being beaten to death or lynched were the ones rescued by the Duke of York"", that official figures say very little about the fate of the undocumented poor, and that the heat at the heart of the firestorms was far greater than an ordinary house fire, and was enough to consume bodies fully or leave only a few skeletal fragments.The fire was fed not merely by wood, fabrics, and thatch, Hanson points out, but also by the oil, pitch, tar, coal, tallow, fats, sugar, alcohol, turpentine, and gunpowder stored in the riverside district.","On past precedent the two places would be given to the two clubs that would otherwise have been relegated, namely Chelsea and Tottenham Hotspur.",0
2868,a1100,b0,"In 2013 and 2014, large-scale anti-AKP government protests began in İstanbul and spread throughout the nation.With a PPP-adjusted gross domestic product of US$301.1 billion, Istanbul ranked 29th among the world's urban areas in 2011.As expected for a city of its size, Istanbul has a diverse industrial economy, producing commodities as varied as olive oil, tobacco, vehicles, and electronics.Istanbul is home to Borsa Istanbul, the sole exchange entity of Turkey, which combined the former Istanbul Stock Exchange, the Istanbul Gold Exchange, and the Derivatives Exchange of Turkey.","His career spanned almost thirty years, including service in both world wars.",0
2869,a825,b1244,"However, the most dominant contribution comes from electron spin.","Consequently, there is a well-established process for naming newly discovered solar system objects.",0
2870,a245,b1073,"For Flanagan, ""Tryin' to Throw Your Arms Around the World"" on the album's latter third describes the character stumbling home in a drunken state, and the final three songs—""Ultraviolet (Light My Way)"", ""Acrobat"", and ""Love Is Blindness""—are about how the couple deal with the suffering they have forced on each other.Despite the record's darker themes, many lyrics are more flippant and sexual than those from the band's previous work.","Along the European side, and close to the Fatih Sultan Mehmet Bridge, is Emirgan Park, which was known as the Kyparades (Cypress Forest) during the Byzantine period.",0
2871,a1642,b89,"Upon its release, Aku Cinta Dia sold hundreds of thousands of copies in the first week and was eventually certified gold.","By Christmas, as the Allies retreated from Malaya, Sembawang was ""the busiest airfield on Singapore island"", with two Dutch Glenn Martin bomber squadrons in addition to the remnants of the Hudson units, along with Nos.",0
2872,a1087,b161,"Most Sunnis follow the Hanafi school of Islamic thought, although approximately 10 percent of Sunnis follow the Shafi'i school.","The fire was brought under control at around midnight by approximately 150 firefighters – but not before it ""largely destroyed"" the structure.",0
2873,a395,b315,"Building with wood and roofing with thatch had been prohibited for centuries, but these cheap materials continued to be used.","Jeter batted .334, third-best in the AL, with a .406 OBP, an .871 OPS, 18 home runs, 66 RBIs, 30 stolen bases in 35 attempts, 107 runs scored, 72 walks, and 212 hits (second in MLB).Jeter achieved two career hit milestones in the second half of the 2009 season.",0
2874,a86,b584,"During his tenure in the RAAF's senior role, McCauley focused on potential deployments to Southeast Asia—particularly Vietnam—and threats from the north, commencing redevelopment of RAAF Base Darwin and recommending purchase of a light supersonic bomber to replace the Air Force's English Electric Canberra.","After its release, overwhelming sales of Homework caused distributors to accelerate production to satisfy demand.",0
2875,a1762,b915,"The strong personalities of Harper and other ministers such as the Duke of Montrose (generally known in Rhodesia by his former title Lord Graham) were perceived by the British Prime Minister Harold Wilson and his compatriots as a great influence on Smith's political decision-making, an opinion also expressed by Harper himself.Although Harper was considered an intelligent and capable minister by peers and reporters—a 1965 report in The Economist called him ""by far the best brain"" in the Rhodesian Cabinet Harper considered himself to have been overlooked when Smith gave the office of Deputy Prime Minister (which had been vacant since UDI) to the more moderate Wrathall the month before the Tiger conference.","The two are instantly attracted to each other and make love (""Younger Than Springtime"").",0
2876,a1262,b1646,"After a final commercial break, the episode closes with a ""reluctant and affectionate farewell"" to Blake by means of a light-hearted montage of clips from past episodes.Gene ReynoldsThe final scene, in which Radar informs everyone of the death of Henry Blake, was unprecedented: it was the first time in American television history that a main character departing a comedy series was killed off in a tragic way.To evoke genuine emotions of shock and sadness, the final O.R.","Aciu also agreed, despite the expected cost of Rp 600 million (US$70,000).",0
2877,a796,b510,"This force binds the electrons inside an electrostatic potential well surrounding the smaller nucleus, which means that an external source of energy is needed for the electron to escape.","Hayes's father, a Vermont storekeeper, took the family to Ohio in 1817.",0
2878,a1980,b464,"He started well with 58 in a drawn match against New South Wales, and then scored 45 and made six dismissals in an innings as Queensland fell to an innings defeat against the Marylebone Cricket Club (MCC), including five stumpings.Tallon was prominent in the next match against South Australia in Adelaide.","Instead, much of the old street plan was recreated in the new City, with improvements in hygiene and fire safety: wider streets, open and accessible wharves along the length of the Thames, with no houses obstructing access to the river, and, most importantly, buildings constructed of brick and stone, not wood.",0
2879,a1614,b1776,"Love was sad to see Gordon depart from the series, finding the ""outstanding"" Brown to be ""so intense and committed"" to the role.","This made him the second Australian after Warren Bardsley to score two centuries in one Ashes Test.Morris started the 1947–48 Australian season strongly, scoring 162 in his second match as New South Wales crushed the touring Indians by an innings ahead of the Tests.Morris, the recently appointed co-captain of New South Wales, had greatly impressed Australia captain Don Bradman, to the extent that Bradman made Morris one of the three selectors for the 1948 tour of England.Morris marked his first-class debut on English soil with a fluent 138 against Worcestershire,Morris' Test form peaked in the series, heading the Test averages with 696 runs at 87.00, and he was the only player to compile three Test centuries.After being rested against Surrey,Morris followed his effort in Bristol with two half centuries, 51 and 54 not out in the drawn Third Test.The Fourth Test at Headingley in Leeds saw Morris at his finest; England started well with 496 in the first innings and took a 38-run lead as Australia replied with 458, Morris contributing only six.Morris was the batsman at the other end of the pitch in the Fifth Test at The Oval when Bradman was famously bowled by Eric Hollies for a duck in his final Test innings.In recognition of his performances, Morris was named as one of the Wisden Cricketers of the Year in 1949, described as ""one of the world's best left-hand batsmen"".Morris ended the first-class tour with 1,922 runs at 71.18, despite being troubled by a split between the first and second fingers of his left hand caused by constant jarring from the bat as he played the ball.",0
2880,a403,b1882,"Self-reliant community procedures were in place for dealing with fires, and they were usually effective.","The song is a repetition of high thin notes, slightly lower-pitched than those of its relative.The common firecrest breeds in broadleaved or coniferous woodland and gardens, building its compact, three-layered nest on a tree branch.",0
2881,a924,b264,She insists that she cannot feel the same way about him since she knows about his children's Polynesian mother.,"He even suspected it might be the female of the horned parakeet, which he also saw in Banks' collection.In 1820, German naturalist Heinrich Kuhl described a specimen that Robert Brown had collected from northwestern King Island on 23 April 1802 during Matthew Flinders' circumnavigation of Australia, naming it Psittacus Brownii in honour of its collector.Irish zoologist Nicholas Aylward Vigors established the genus Platycercus in 1825, based on the distinctive architecture of the feathers in the tail and wing, including P. flavigaster and P. brownii within it.Mathews did feel the King Island form was distinctive, being larger and having more red in the plumage than Tasmanian populations and so described it as P. c. henriettae in 1915.",0
2882,a609,b210,This pair of jets provide a means for an accretion disk to shed excess energy and angular momentum.,"Johnson was a member of the 1992 United States men's Olympic basketball team (""The Dream Team""), which won the Olympic gold medal in 1992.",0
2883,a700,b1632,"Originally produced for the fourth season, it was held over to the fifth and was therefore the last episode produced by the show's original writers, most of whom subsequently left.","All but one of the songs were composed by Guruh Sukarnoputra; the album also featured the English-language ""To My Friends on Legian Beach"".",0
2884,a536,b1575,"The tribe's problems came to Hayes's attention after their chief, Standing Bear, filed a lawsuit to contest Schurz's demand that they stay in Indian Territory.",It is prescribed as a textbook for students of graduate and post-graduate studies in the Kannada language.,0
